wavenumbers   absorbance
399.371407  	47.693556 
400.807994  	47.059977 
402.244582  	48.819368 
403.681170  	50.351271 
405.117758  	52.635572 
406.554346  	54.632150 
407.990933  	55.287593 
409.427521  	57.180623 
410.864109  	60.327991 
412.300697  	62.637655 
413.737285  	64.346255 
415.173872  	66.146314 
416.610460  	68.354364 
418.047048  	70.074888 
419.483636  	70.253513 
420.920224  	70.910892 
422.356811  	70.896299 
423.793399  	69.873099 
425.229987  	70.436025 
426.666575  	71.453540 
428.103163  	71.262854 
429.539750  	71.467679 
430.976338  	71.959985 
432.412926  	71.296416 
433.849514  	70.957105 
435.286101  	71.407128 
436.722689  	71.211776 
438.159277  	71.661933 
439.595865  	72.807576 
441.032453  	72.781340 
442.469040  	72.666012 
443.905628  	72.879125 
445.342216  	72.515056 
446.778804  	73.012648 
448.215392  	73.808072 
449.651979  	73.599865 
451.088567  	73.776383 
452.525155  	74.672680 
453.961743  	75.468707 
455.398331  	76.046541 
456.834918  	76.429750 
458.271506  	76.714073 
459.708094  	76.842781 
461.144682  	76.865706 
462.581270  	76.677681 
464.017857  	76.317299 
465.454445  	76.691077 
466.891033  	77.291780 
468.327621  	77.302953 
469.764209  	77.615492 
471.200796  	77.856563 
472.637384  	77.822417 
474.073972  	78.253570 
475.510560  	78.192156 
476.947148  	77.964674 
478.383735  	78.180556 
479.820323  	77.950350 
481.256911  	77.842445 
482.693499  	77.963880 
484.130086  	77.635407 
485.566674  	77.697254 
487.003262  	77.859028 
488.439850  	77.678887 
489.876438  	77.751615 
491.313025  	77.531460 
492.749613  	77.015050 
494.186201  	76.827314 
495.622789  	76.697248 
497.059377  	76.682353 
498.495964  	76.782712 
499.932552  	76.930420 
501.369140  	77.168050 
502.805728  	77.037201 
504.242316  	76.815547 
505.678903  	76.733110 
507.115491  	76.651086 
508.552079  	76.931685 
509.988667  	76.985524 
511.425255  	76.718744 
512.861842  	76.930780 
514.298430  	76.895259 
515.735018  	76.497073 
517.171606  	76.593765 
518.608194  	76.645198 
520.044781  	76.499736 
521.481369  	76.460918 
522.917957  	76.385570 
524.354545  	76.662991 
525.791132  	77.118039 
527.227720  	77.214971 
528.664308  	77.215415 
530.100896  	77.103870 
531.537484  	77.053832 
532.974071  	77.275801 
534.410659  	77.258234 
535.847247  	77.106486 
537.283835  	77.206324 
538.720423  	77.270487 
540.157010  	77.264232 
541.593598  	77.415623 
543.030186  	77.616532 
544.466774  	77.632684 
545.903362  	77.512554 
547.339949  	77.492653 
548.776537  	77.557944 
550.213125  	77.677368 
551.649713  	77.838987 
553.086301  	77.861092 
554.522888  	77.893095 
555.959476  	78.101606 
557.396064  	78.237437 
558.832652  	78.267542 
560.269240  	78.357176 
561.705827  	78.439667 
563.142415  	78.456991 
564.579003  	78.569862 
566.015591  	78.884653 
567.452179  	79.244890 
568.888766  	79.475741 
570.325354  	79.550317 
571.761942  	79.615697 
573.198530  	79.899235 
574.635117  	80.329724 
576.071705  	80.793419 
577.508293  	81.279931 
578.944881  	81.658043 
580.381469  	82.110241 
581.818056  	82.788406 
583.254644  	83.424238 
584.691232  	83.995186 
586.127820  	84.430429 
587.564408  	84.706536 
589.000995  	85.131718 
590.437583  	85.455771 
591.874171  	85.424671 
593.310759  	85.245106 
594.747347  	84.771064 
596.183934  	84.111497 
597.620522  	83.554638 
599.057110  	82.949298 
600.493698  	82.643543 
601.930286  	83.088690 
603.366873  	83.986175 
604.803461  	85.067475 
606.240049  	86.061653 
607.676637  	86.757622 
609.113225  	87.192231 
610.549812  	87.393147 
611.986400  	87.443497 
613.422988  	87.285372 
614.859576  	87.068078 
616.296163  	87.028271 
617.732751  	86.922263 
619.169339  	86.783823 
620.605927  	86.724569 
622.042515  	86.494800 
623.479102  	86.272770 
624.915690  	86.180283 
626.352278  	86.134477 
627.788866  	86.214702 
629.225454  	86.181124 
630.662041  	86.088338 
632.098629  	86.151984 
633.535217  	86.161893 
634.971805  	86.281671 
636.408393  	86.459233 
637.844980  	86.421315 
639.281568  	86.502632 
640.718156  	86.648718 
642.154744  	86.772682 
643.591332  	86.875445 
645.027919  	86.541300 
646.464507  	86.237602 
647.901095  	86.010678 
649.337683  	85.188649 
650.774271  	84.465357 
